Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
749,35,male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,yes,Free Shipping,yes,yes,8,Bank Transfer,Quarterly
750,56,male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,yes,Standard,yes,yes,11,Debit Card,Quarterly
751,25,male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,yes,Free Shipping,yes,yes,5,Venmo,Annually
752,65,male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,yes,Free Shipping,yes,yes,1,Credit Card,Monthly
753,39,male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,yes,2-Day Shipping,yes,yes,17,PayPal,Every 3 Months
754,47,male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,yes,Store Pickup,yes,yes,27,Venmo,Quarterly
755,36,male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,yes,Store Pickup,yes,yes,3,Debit Card,Quarterly
756,66,male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,yes,Free Shipping,yes,yes,22,PayPal,Weekly
757,62,male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,yes,Standard,yes,yes,24,Cash,Fortnightly
758,41,male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,yes,Store Pickup,yes,yes,18,Debit Card,Quarterly
759,66,male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,yes,2-Day Shipping,yes,yes,39,Bank Transfer,Every 3 Months
760,51,male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,yes,Next Day Air,yes,yes,25,Credit Card,Fortnightly
761,33,male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,yes,Free Shipping,yes,yes,6,Cash,Annually
762,57,male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,yes,Express,yes,yes,26,Bank Transfer,Weekly
763,45,male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,yes,Standard,yes,yes,43,Debit Card,Fortnightly
764,61,male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,yes,2-Day Shipping,yes,yes,6,Credit Card,Monthly
765,55,male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,yes,Free Shipping,yes,yes,6,Debit Card,Quarterly
766,54,male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3,yes,Store Pickup,yes,yes,13,Cash,Quarterly
767,57,male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,yes,Next Day Air,yes,yes,13,PayPal,Monthly
768,27,male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,yes,Next Day Air,yes,yes,11,Cash,Annually
769,64,male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,yes,Express,yes,yes,45,Venmo,Weekly
770,52,male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,yes,Store Pickup,yes,yes,8,PayPal,Monthly
771,19,male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,yes,Express,yes,yes,8,Credit Card,Annually
772,22,male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,yes,Next Day Air,yes,yes,34,Bank Transfer,Fortnightly
773,18,male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,yes,Free Shipping,yes,yes,40,Debit Card,Bi-Weekly
774,29,male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,yes,Express,yes,yes,14,Debit Card,Bi-Weekly
775,42,male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,yes,Standard,yes,yes,11,Credit Card,Quarterly
776,49,male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3,yes,Store Pickup,yes,yes,8,PayPal,Monthly
777,49,male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5,yes,Standard,yes,yes,8,Venmo,Every 3 Months
778,55,male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,yes,Express,yes,yes,37,Venmo,Weekly
779,29,male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,yes,Store Pickup,yes,yes,23,Debit Card,Annually
780,60,male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,yes,Express,yes,yes,38,Cash,Annually
781,34,male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,yes,Free Shipping,yes,yes,38,Cash,Quarterly
782,30,male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3,yes,Store Pickup,yes,yes,12,Credit Card,Fortnightly
783,28,male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,yes,Standard,yes,yes,15,Cash,Weekly
784,63,male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,yes,Next Day Air,yes,yes,38,PayPal,Fortnightly
785,31,male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,yes,Store Pickup,yes,yes,41,Bank Transfer,Every 3 Months
786,46,male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4,yes,Next Day Air,yes,yes,37,PayPal,Fortnightly
787,70,male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,yes,Express,yes,yes,16,Bank Transfer,Every 3 Months
788,53,male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,yes,Free Shipping,yes,yes,25,Venmo,Weekly
789,50,male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,yes,Store Pickup,yes,yes,18,Bank Transfer,Quarterly
790,33,male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,yes,Standard,yes,yes,4,Credit Card,Bi-Weekly
791,22,male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,yes,Store Pickup,yes,yes,12,Bank Transfer,Quarterly
792,50,male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,yes,2-Day Shipping,yes,yes,35,PayPal,Fortnightly
793,34,male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,yes,Next Day Air,yes,yes,45,Venmo,Weekly
794,24,male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,yes,Free Shipping,yes,yes,16,Credit Card,Monthly
795,69,male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,yes,Store Pickup,yes,yes,10,Debit Card,Fortnightly
796,39,male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,yes,Store Pickup,yes,yes,34,Venmo,Annually
797,42,male,Socks,Clothing,78,Arizona,XL,Black,Fall,4,yes,2-Day Shipping,yes,yes,43,Credit Card,Annually
798,42,male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4,yes,2-Day Shipping,yes,yes,38,Debit Card,Weekly
799,29,male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,yes,2-Day Shipping,yes,yes,48,PayPal,Every 3 Months
800,55,male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,yes,Free Shipping,yes,yes,31,PayPal,Annually
801,32,male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,yes,Free Shipping,yes,yes,20,Cash,Every 3 Months
802,25,male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,yes,Express,yes,yes,12,Credit Card,Fortnightly
803,38,male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,yes,Next Day Air,yes,yes,2,Bank Transfer,Weekly
804,32,male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,yes,Express,yes,yes,30,Venmo,Every 3 Months
805,43,male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,yes,Store Pickup,yes,yes,28,Venmo,Quarterly
806,41,male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,yes,Next Day Air,yes,yes,40,Debit Card,Monthly
807,56,male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,yes,Standard,yes,yes,46,PayPal,Quarterly
808,27,male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,yes,Express,yes,yes,15,Credit Card,Weekly
809,46,male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,yes,Next Day Air,yes,yes,38,Cash,Every 3 Months
810,48,male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,yes,Next Day Air,yes,yes,30,PayPal,Bi-Weekly
811,52,male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,yes,Store Pickup,yes,yes,32,Debit Card,Bi-Weekly
812,18,male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,yes,Free Shipping,yes,yes,36,Venmo,Quarterly
813,64,male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,yes,Standard,yes,yes,32,Credit Card,Weekly
814,54,male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,yes,Store Pickup,yes,yes,14,Debit Card,Annually
815,31,male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,yes,Express,yes,yes,8,PayPal,Monthly
816,30,male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3,yes,Next Day Air,yes,yes,27,Venmo,Bi-Weekly
817,26,male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,yes,Store Pickup,yes,yes,24,Debit Card,Monthly
818,25,male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,yes,Store Pickup,yes,yes,30,PayPal,Fortnightly
819,59,male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,yes,Store Pickup,yes,yes,34,Debit Card,Monthly
820,55,male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,yes,Next Day Air,yes,yes,28,Debit Card,Quarterly
821,56,male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,yes,2-Day Shipping,yes,yes,27,Debit Card,Monthly
822,62,male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,yes,Standard,yes,yes,31,Credit Card,Bi-Weekly
823,35,male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,yes,Standard,yes,yes,23,Bank Transfer,Annually
824,51,male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,yes,Free Shipping,yes,yes,11,Credit Card,Quarterly
825,61,male,Blouse,Clothing,94,Georgia,M,White,Spring,3,yes,Store Pickup,yes,yes,48,Cash,Quarterly
826,27,male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,yes,Next Day Air,yes,yes,17,Cash,Monthly
827,54,male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,yes,Standard,yes,yes,36,PayPal,Weekly
828,31,male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,yes,Free Shipping,yes,yes,33,Bank Transfer,Fortnightly
829,24,male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,yes,2-Day Shipping,yes,yes,27,PayPal,Bi-Weekly
830,42,male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,yes,2-Day Shipping,yes,yes,14,Credit Card,Fortnightly
831,41,male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,yes,Express,yes,yes,5,Credit Card,Annually
832,66,male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,yes,Express,yes,yes,47,Cash,Every 3 Months
833,58,male,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,yes,Express,yes,yes,28,Cash,Bi-Weekly
834,43,male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,yes,Standard,yes,yes,11,Credit Card,Annually
835,52,male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,yes,Free Shipping,yes,yes,18,Credit Card,Weekly
836,35,male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,yes,Next Day Air,yes,yes,21,Debit Card,Weekly
837,23,male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,yes,Store Pickup,yes,yes,22,Cash,Bi-Weekly
838,25,male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,yes,Express,yes,yes,33,Cash,Every 3 Months
839,33,male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,yes,Express,yes,yes,49,Credit Card,Annually
840,48,male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,yes,Free Shipping,yes,yes,10,Debit Card,Every 3 Months
841,42,male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,yes,2-Day Shipping,yes,yes,18,PayPal,Weekly
842,55,male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,yes,Store Pickup,yes,yes,28,PayPal,Fortnightly
843,59,male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,yes,Express,yes,yes,25,PayPal,Weekly
844,65,male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,yes,Express,yes,yes,6,PayPal,Weekly
845,59,male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,yes,Express,yes,yes,44,Venmo,Bi-Weekly
846,31,male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,yes,Standard,yes,yes,30,Venmo,Monthly
847,49,male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,yes,Express,yes,yes,42,Debit Card,Quarterly
848,53,male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,yes,Standard,yes,yes,30,PayPal,Monthly
849,48,male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,yes,Store Pickup,yes,yes,33,Credit Card,Bi-Weekly
850,23,male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,yes,Express,yes,yes,24,PayPal,Quarterly
851,68,male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,yes,Store Pickup,yes,yes,13,Venmo,Monthly
852,35,male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,yes,Express,yes,yes,19,Debit Card,Monthly
853,34,male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,yes,Next Day Air,yes,yes,23,Debit Card,Every 3 Months
854,62,male,Hat,Accessories,43,Delaware,L,Orange,Winter,4,yes,Free Shipping,yes,yes,35,Cash,Monthly
855,21,male,Pants,Clothing,44,California,L,Blue,Spring,4.3,yes,Free Shipping,yes,yes,22,Venmo,Monthly
856,70,male,Socks,Clothing,76,Oregon,L,Gold,Spring,3,yes,2-Day Shipping,yes,yes,14,Credit Card,Quarterly
857,55,male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,yes,Express,yes,yes,47,Debit Card,Fortnightly
858,43,male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3,yes,Standard,yes,yes,50,Debit Card,Every 3 Months
859,19,male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,yes,Free Shipping,yes,yes,33,PayPal,Weekly
860,47,male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4,yes,Next Day Air,yes,yes,7,Debit Card,Monthly
861,26,male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,yes,Standard,yes,yes,3,Cash,Monthly
862,46,male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,yes,2-Day Shipping,yes,yes,35,Credit Card,Every 3 Months
863,19,male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,yes,Standard,yes,yes,13,PayPal,Fortnightly
864,49,male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,yes,Standard,yes,yes,42,PayPal,Fortnightly
865,51,male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,yes,Next Day Air,yes,yes,5,PayPal,Annually
866,64,male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,yes,Store Pickup,yes,yes,23,Venmo,Annually
867,67,male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,yes,Free Shipping,yes,yes,11,PayPal,Bi-Weekly
868,37,male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,yes,Free Shipping,yes,yes,23,Bank Transfer,Fortnightly
869,40,male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,yes,Next Day Air,yes,yes,2,Credit Card,Every 3 Months
870,38,male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,yes,2-Day Shipping,yes,yes,33,PayPal,Weekly
871,66,male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,yes,Standard,yes,yes,6,Bank Transfer,Bi-Weekly
872,47,male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,yes,Next Day Air,yes,yes,45,Debit Card,Quarterly
873,56,male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,yes,Standard,yes,yes,25,Cash,Quarterly
874,51,male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,yes,Free Shipping,yes,yes,24,Venmo,Quarterly
875,25,male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,yes,Free Shipping,yes,yes,10,Venmo,Every 3 Months
876,37,male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,yes,Free Shipping,yes,yes,7,Bank Transfer,Every 3 Months
877,41,male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,yes,2-Day Shipping,yes,yes,1,Debit Card,Weekly
878,64,male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,yes,Next Day Air,yes,yes,45,Venmo,Every 3 Months
879,23,male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,yes,Express,yes,yes,37,Debit Card,Weekly
880,62,male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,yes,Free Shipping,yes,yes,14,PayPal,Quarterly
881,39,male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,yes,Express,yes,yes,25,Debit Card,Monthly
882,52,male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,yes,Next Day Air,yes,yes,18,Venmo,Annually
883,50,male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,yes,Next Day Air,yes,yes,37,Cash,Every 3 Months
884,28,male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,yes,Free Shipping,yes,yes,30,Bank Transfer,Monthly
885,67,male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,yes,Express,yes,yes,34,Bank Transfer,Weekly
886,41,male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,yes,Free Shipping,yes,yes,49,Debit Card,Every 3 Months
887,19,male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,yes,Express,yes,yes,48,Bank Transfer,Monthly
888,70,male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,yes,2-Day Shipping,yes,yes,33,PayPal,Fortnightly
889,49,male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.6,yes,Express,yes,yes,44,Cash,Annually
890,59,male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,yes,Free Shipping,yes,yes,50,Venmo,Weekly
891,52,male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,yes,2-Day Shipping,yes,yes,47,Credit Card,Monthly
892,20,male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,yes,Store Pickup,yes,yes,24,PayPal,Every 3 Months
893,31,male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,yes,Free Shipping,yes,yes,43,Debit Card,Monthly
894,33,male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,yes,Express,yes,yes,14,Venmo,Monthly
895,44,male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,yes,Free Shipping,yes,yes,3,Debit Card,Quarterly
896,40,male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,yes,Next Day Air,yes,yes,33,Debit Card,Quarterly
897,69,male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,yes,Express,yes,yes,38,Cash,Fortnightly
898,29,male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,yes,Express,yes,yes,46,Venmo,Weekly
899,54,male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,yes,2-Day Shipping,yes,yes,19,Bank Transfer,Every 3 Months
900,65,male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4,yes,Standard,yes,yes,20,PayPal,Annually
901,54,male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,yes,Free Shipping,yes,yes,42,Bank Transfer,Quarterly
902,60,male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,yes,2-Day Shipping,yes,yes,34,Cash,Monthly
903,43,male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,yes,Next Day Air,yes,yes,5,Cash,Monthly
904,44,male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,yes,Express,yes,yes,3,PayPal,Quarterly
905,69,male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,yes,Free Shipping,yes,yes,46,PayPal,Every 3 Months
906,46,male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,yes,Standard,yes,yes,16,Venmo,Annually
907,41,male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,yes,Standard,yes,yes,21,Debit Card,Bi-Weekly
908,32,male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,yes,Express,yes,yes,34,Credit Card,Bi-Weekly
909,26,male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,yes,Free Shipping,yes,yes,9,PayPal,Every 3 Months
910,61,male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,yes,Express,yes,yes,36,PayPal,Weekly
911,49,male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,yes,Express,yes,yes,22,Credit Card,Monthly
912,53,male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,yes,2-Day Shipping,yes,yes,2,Bank Transfer,Quarterly
913,24,male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,yes,Next Day Air,yes,yes,32,Bank Transfer,Monthly
914,37,male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,yes,Next Day Air,yes,yes,29,Cash,Every 3 Months
915,43,male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,yes,Standard,yes,yes,27,Venmo,Every 3 Months
916,31,male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,yes,Store Pickup,yes,yes,33,Credit Card,Fortnightly
917,49,male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,yes,Standard,yes,yes,16,Venmo,Monthly
918,69,male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,yes,Standard,yes,yes,11,Bank Transfer,Quarterly
919,65,male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,yes,2-Day Shipping,yes,yes,11,Cash,Fortnightly
920,41,male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,yes,2-Day Shipping,yes,yes,17,Debit Card,Bi-Weekly
921,37,male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,yes,Free Shipping,yes,yes,37,Cash,Weekly
922,70,male,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,yes,Express,yes,yes,18,PayPal,Weekly
923,63,male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,yes,Standard,yes,yes,13,Credit Card,Monthly
924,55,male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,yes,2-Day Shipping,yes,yes,7,PayPal,Weekly
925,52,male,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,yes,Standard,yes,yes,37,Cash,Quarterly
926,22,male,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,yes,Express,yes,yes,8,Cash,Monthly
927,54,male,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,yes,Express,yes,yes,11,Cash,Bi-Weekly
928,28,male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,yes,Standard,yes,yes,8,Venmo,Bi-Weekly
929,67,male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,yes,Store Pickup,yes,yes,31,Cash,Every 3 Months
930,59,male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,yes,2-Day Shipping,yes,yes,26,Debit Card,Fortnightly
931,26,male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,yes,Store Pickup,yes,yes,20,Credit Card,Bi-Weekly
932,24,male,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,yes,Standard,yes,yes,24,Bank Transfer,Fortnightly
933,62,male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,yes,Standard,yes,yes,45,Debit Card,Bi-Weekly
934,70,male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,yes,Store Pickup,yes,yes,33,Debit Card,Monthly
935,45,male,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,yes,Express,yes,yes,21,Bank Transfer,Monthly
936,58,male,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,yes,Store Pickup,yes,yes,2,Bank Transfer,Fortnightly
937,31,male,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,yes,Free Shipping,yes,yes,28,Cash,Weekly
938,32,male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,yes,Express,yes,yes,18,Venmo,Quarterly
939,36,male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,yes,Free Shipping,yes,yes,21,Debit Card,Fortnightly
940,25,male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,yes,Next Day Air,yes,yes,24,Credit Card,Monthly
941,48,male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,yes,Store Pickup,yes,yes,15,PayPal,Every 3 Months
942,39,male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,yes,2-Day Shipping,yes,yes,38,PayPal,Every 3 Months
943,26,male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,yes,Express,yes,yes,38,PayPal,Bi-Weekly
944,32,male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,yes,Next Day Air,yes,yes,13,Venmo,Fortnightly
945,54,male,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,yes,Express,yes,yes,39,Cash,Bi-Weekly
946,38,male,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,yes,Store Pickup,yes,yes,8,Venmo,Every 3 Months
947,46,male,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,yes,Next Day Air,yes,yes,4,PayPal,Quarterly
948,57,male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,yes,Store Pickup,yes,yes,6,Cash,Every 3 Months
949,49,male,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,yes,Express,yes,yes,11,Venmo,Every 3 Months
950,33,male,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,yes,Standard,yes,yes,49,Venmo,Monthly
951,54,male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,yes,Free Shipping,yes,yes,30,PayPal,Quarterly
952,47,male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,yes,Express,yes,yes,34,Bank Transfer,Monthly
953,36,male,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,yes,2-Day Shipping,yes,yes,28,PayPal,Monthly
954,68,male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,yes,2-Day Shipping,yes,yes,36,Venmo,Quarterly
955,60,male,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,yes,Standard,yes,yes,18,Credit Card,Every 3 Months
956,55,male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,yes,Free Shipping,yes,yes,4,PayPal,Monthly
957,29,male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,yes,2-Day Shipping,yes,yes,42,Debit Card,Quarterly
